dataset,item,difficulty,SE
gilbert_meta_16,X66,-0.53222301,0.040403525
gilbert_meta_16,X67,-0.085057641,0.039679183
gilbert_meta_16,X68,-1.550473952,0.046862157
gilbert_meta_16,X69,-0.013636673,0.039671845
gilbert_meta_16,X70,-1.198234249,0.043501962
gilbert_meta_16,X71,-2.75295167,0.067415861
gilbert_meta_2,X1,-1.682689495,0.064347822
gilbert_meta_2,X2,1.183514958,0.053890324
gilbert_meta_2,X3,0.200060826,0.051157139
gilbert_meta_2,X4,0.877459284,0.052354539
gilbert_meta_2,X5,1.286235845,0.054554493
gilbert_meta_2,X6,-0.357380517,0.052367934
gilbert_meta_2,X7,-0.313742732,0.052200133
gilbert_meta_2,X8,-0.59902493,0.053531833
gilbert_meta_2,X9,0.130782034,0.051199293
gilbert_meta_2,X10,0.250808635,0.051145508
gilbert_meta_2,X11,0.061328044,0.051272062
gilbert_meta_2,X12,0.377730485,0.051187631
gilbert_meta_2,X13,0.308470753,0.05115203
gilbert_meta_2,X14,0.484272511,0.051301704
gilbert_meta_2,X15,-0.933358508,0.055832161
gilbert_meta_2,X16,-0.27761182,0.0520708
gilbert_meta_2,X17,-0.222586911,0.051890413
gilbert_meta_2,X18,-0.205923567,0.051839711
gilbert_meta_2,X19,0.03579877,0.051306509
gilbert_meta_2,X20,-0.604143665,0.053560883
gilbert_meta_37,X1,2.027634057,0.09255685
gilbert_meta_37,X2,0.592761601,0.08072091
gilbert_meta_37,X3,-2.014595939,0.113398206
gilbert_meta_37,X4,1.70584803,0.087973813
gilbert_meta_37,X5,4.7378608,0.205142176
gilbert_meta_37,X6,1.608156578,0.086821711
gilbert_meta_37,X7,-0.920552003,0.090177289
gilbert_meta_37,X8,-1.83779925,0.108464975
gilbert_meta_37,X9,2.25989158,0.096670502
gilbert_meta_37,X10,-1.899023634,0.110115175
gilbert_meta_37,X11,-2.650271834,0.135860198
gilbert_meta_37,X12,-1.899023634,0.110115175
gilbert_meta_37,X13,1.302157741,0.083886839
gilbert_meta_37,X14,0.213978907,0.080994604
gilbert_meta_37,X15,-0.628264073,0.086540629
gilbert_meta_37,X16,2.307292028,0.097598941
gilbert_meta_37,X17,-0.519387273,0.085422783
gilbert_meta_37,X18,-0.848849786,0.089196974
gilbert_meta_37,X19,1.173373493,0.082944349
gilbert_meta_37,X20,-2.669877777,0.136685128
gilbert_meta_37,X21,-2.041309611,0.114189177
gilbert_meta_38,X1,2.641514438,0.148664863
gilbert_meta_38,X2,4.802036434,0.28674703
gilbert_meta_38,X3,0.562925484,0.092659933
gilbert_meta_38,X4,0.860333462,0.097933009
gilbert_meta_38,X5,-7.05890478,0.260549865
gilbert_meta_38,X6,-6.47717927,0.216515575
gilbert_meta_38,X7,-2.265199401,0.081751064
gilbert_meta_38,X8,3.601261378,0.195726758
gilbert_meta_38,X9,3.333212256,0.180696894
gilbert_meta_39,X1,-3.543705414,0.082447092
gilbert_meta_39,X2,-1.231583868,0.03941868
gilbert_meta_39,X3,0.125150896,0.036554732
gilbert_meta_39,X4,0.316834481,0.037091584
gilbert_meta_39,X5,0.767966741,0.039355981
gilbert_meta_39,X6,-0.836748877,0.037191945
gilbert_meta_39,X7,-0.39862818,0.036174968
gilbert_meta_39,X8,0.99484386,0.041016503
gilbert_meta_39,X9,1.660436257,0.048299825
gilbert_meta_39,X10,2.145434103,0.056379063
gilbert_meta_40,X1,-2.518492257,0.053742283
gilbert_meta_40,X2,-2.709696125,0.057157172
gilbert_meta_40,X3,3.04907695,0.058694741
gilbert_meta_40,X4,1.377255005,0.038671538
gilbert_meta_40,X5,-0.324771871,0.035449252
gilbert_meta_40,X6,1.64245204,0.040496782
gilbert_meta_40,X7,1.678699654,0.040836854
gilbert_meta_40,X8,1.601026439,0.040261016
gilbert_meta_40,X9,3.528178906,0.069721544
gilbert_meta_40,X10,3.144401386,0.060816837
gilbert_meta_40,X11,-1.916150912,0.047489771
gilbert_meta_40,X12,-1.884219547,0.050996028
gilbert_meta_40,X13,-1.25096507,0.043475324
gilbert_meta_40,X14,-0.380478295,0.037523493
gilbert_meta_40,X15,-1.236972473,0.041314345
gilbert_meta_40,X16,-1.204428938,0.041772144
gilbert_meta_40,X17,-1.086240217,0.041310796
gilbert_meta_40,X18,0.290790342,0.037391346
gilbert_meta_40,X19,-2.525219786,0.056208359
gilbert_meta_40,X20,-1.234121648,0.042312393
gilbert_meta_40,X21,0.163688295,0.037012407
gilbert_meta_40,X22,0.996217076,0.040486632
gilbert_meta_40,X23,-1.432369532,0.042801125
gilbert_meta_40,X24,-0.106278523,0.03715814
gilbert_meta_40,X25,0.279623296,0.037165871
gilbert_meta_40,X26,0.582034506,0.037680464
gilbert_meta_40,X27,0.02526848,0.037070532
gilbert_meta_40,X28,0.220771291,0.037636283
gilbert_meta_40,X29,0.27762399,0.037145751
gilbert_meta_40,X30,0.95329754,0.039433138
gilbert_meta_7,X1,-0.729372859,0.075388626
gilbert_meta_7,X2,-0.128396363,0.07024669
gilbert_meta_7,X3,0.890678044,0.070334115
gilbert_meta_7,X4,-0.187076702,0.07083633
gilbert_meta_7,X5,-0.256186438,0.071300411
gilbert_meta_7,X6,-0.359859021,0.072054992
gilbert_meta_7,X7,-0.847048529,0.077312434
gilbert_meta_7,X8,0.239636332,0.069307336
gilbert_meta_7,X9,-0.175208056,0.070860368
gilbert_meta_7,X10,-1.110207392,0.081599817
gilbert_meta_7,X11,1.838329687,0.081062282
gilbert_meta_7,X12,-0.712993522,0.075720979
gilbert_meta_7,X13,-0.669928844,0.074802916
gilbert_meta_7,X14,0.027016372,0.06998957
gilbert_meta_7,X15,0.483520808,0.069364251
gilbert_meta_7,X16,-1.030348849,0.080454
gilbert_meta_7,X17,-1.076403087,0.081238445
gilbert_meta_7,X18,0.595808942,0.069574159
gilbert_meta_7,X19,-0.002049577,0.070200674
gilbert_meta_7,X20,-1.378938406,0.0872608
gilbert_meta_7,X21,0.734817122,0.069954415
gilbert_meta_7,X22,-1.413001925,0.088153154
gilbert_meta_7,X23,-1.089280899,0.081666171
gilbert_meta_7,X24,-1.43978836,0.087876526
gilbert_meta_7,X25,1.19057548,0.072750303
gilbert_meta_7,X26,0.971293948,0.071140921
gilbert_meta_7,X27,0.877166015,0.070621284
gilbert_meta_7,X28,-0.447763512,0.073219165
gilbert_meta_7,X29,2.379309176,0.093769886
gilbert_meta_7,X30,0.969956318,0.071168044
gilbert_meta_7,X31,2.32107761,0.091664832
gilbert_meta_7,X32,-0.199363533,0.070774421
gilbert_meta_7,X33,-0.276436575,0.071292755
gilbert_meta_7,X34,0.556218049,0.069181394
gilbert_meta_7,X35,-0.358274198,0.071941003
gilbert_meta_7,X36,-0.187477258,0.070766622
gilbert_meta_8,X1,0.147272377,0.067263473
gilbert_meta_8,X2,-0.217569795,0.066720197
gilbert_meta_8,X3,-0.217526611,0.067205456
gilbert_meta_8,X4,0.564183452,0.069858661
gilbert_meta_8,X5,0.054600104,0.067632707
gilbert_meta_8,X6,0.572311242,0.070203161
gilbert_meta_8,X7,-0.688087591,0.068593302
gilbert_meta_8,X8,0.099105543,0.068068262
gilbert_meta_8,X9,-0.222829261,0.066482317
gilbert_meta_8,X10,1.247954488,0.077081543
gilbert_meta_8,X11,0.116069838,0.068160952
gilbert_meta_8,X12,0.245300233,0.068765176
gilbert_meta_8,X13,-0.5548783,0.06848121
gilbert_meta_8,X14,0.163550212,0.06898412
gilbert_meta_8,X15,1.151308493,0.076739541
gilbert_meta_8,X16,0.297757345,0.069654194
gilbert_meta_8,X17,-0.173780149,0.068575978
gilbert_meta_8,X18,-0.690166182,0.067435732
gilbert_meta_8,X19,0.516340016,0.070920099
gilbert_meta_8,X20,-0.63907596,0.069431473
gilbert_meta_8,X21,0.051666667,0.06897177
gilbert_meta_8,X22,-0.915487843,0.070981894
gilbert_meta_8,X23,-0.315581477,0.068735624
gilbert_meta_8,X24,0.180907945,0.067228104
gilbert_meta_8,X25,-0.348734766,0.066658184
gilbert_meta_8,X26,0.607649229,0.069510307
gilbert_meta_8,X27,-0.248162817,0.066660874
gilbert_meta_8,X28,-0.392846359,0.066808658
gilbert_meta_8,X29,-0.391250073,0.066781491
janssen2_tam,X1,-0.813606677,0.149061354
janssen2_tam,X2,1.615770011,0.14909724
janssen2_tam,X3,-0.763855537,0.147807707
janssen2_tam,X4,-0.969261343,0.153396989
janssen2_tam,X5,-0.69895888,0.146264927
janssen2_tam,X6,-0.322047435,0.13924864
janssen2_tam,X7,-0.071390912,0.136284869
janssen2_tam,X8,-0.003699763,0.135703814
janssen2_tam,X9,1.268852696,0.141559998
janssen2_tam,X10,1.771946063,0.153467428
janssen2_tam,X11,0.953912522,0.137075941
janssen2_tam,X12,-0.898808997,0.151355421
janssen2_tam,X13,2.122914816,0.165775389
janssen2_tam,X14,-0.78033201,0.148215992
janssen2_tam,X15,-1.156063882,0.159478825
janssen2_tam,X16,-0.635557346,0.144856391
janssen2_tam,X17,-0.66708069,0.145544681
janssen2_tam,X18,-0.251117656,0.138277847
janssen2_tam,X19,0.023199111,0.135498244
janssen2_tam,X20,0.275185907,0.134261489
kfcovid_Li2020,X1,-0.964355999,1.120066775
kfcovid_Li2020,X2,1.310175028,0.394243885
kfcovid_Li2020,X3,0.625040976,0.48321942
kfcovid_Li2020,X4,1.275570795,0.397988761
kfcovid_Li2020,X5,-0.147306156,0.648853073
kfcovid_Li2020,X6,1.509507088,0.37465086
kfcovid_Li2020,X7,-0.42502551,0.754121865
kfcovid_Li2020,X8,0.134487283,0.573650775
kfcovid_Li2020,X9,-0.964355999,1.120066775
kfcovid_Li2020,X10,-0.964355999,1.120066775
kfcovid_Li2020,X11,-0.964355999,1.120066775
kfcovid_Li2020,X12,-0.42502551,0.754121865
lsat,X1,-1.660293211,0.130468777
lsat,X2,0.629978086,0.079200245
lsat,X3,1.633710825,0.071794364
lsat,X4,0.222752876,0.084662506
lsat,X5,-0.826148576,0.105471945
mcmi_mokken,X1,-0.3313668,0.087795354
mcmi_mokken,X2,-0.604683292,0.088407771
mcmi_mokken,X3,-0.598655615,0.088382985
mcmi_mokken,X4,-0.791627948,0.089425307
mcmi_mokken,X5,-0.396206789,0.087844439
mcmi_mokken,X6,-0.42574748,0.087887001
mcmi_mokken,X7,0.003245269,0.088579989
mcmi_mokken,X8,-0.089421369,0.08817837
mcmi_mokken,X9,-0.092393272,0.088167944
mcmi_mokken,X10,1.138208685,0.110778069
mcmi_mokken,X11,-0.717280925,0.08896279
mcmi_mokken,X12,-0.296048716,0.08779469
mcmi_mokken,X13,0.712021359,0.097758344
mcmi_mokken,X14,0.363847863,0.091726563
mcmi_mokken,X15,0.579136157,0.09504808
mcmi_mokken,X16,-0.035753658,0.08839266
mcmi_mokken,X17,-0.650070322,0.088610483
mcmi_mokken,X18,0.082008581,0.089042818
mcmi_mokken,X19,0.743938342,0.098493398
mcmi_mokken,X20,0.427648414,0.092584429
mcmi_mokken,X21,0.514373521,0.093918026
mcmi_mokken,X22,-0.005774582,0.088534251
mcmi_mokken,X23,1.177210932,0.112365623
mcmi_mokken,X24,0.143458887,0.089485974
mcmi_mokken,X25,-0.307819577,0.087792842
mcmi_mokken,X26,-0.104271927,0.088127758
mcmi_mokken,X27,-0.583609389,0.088323301
mcmi_mokken,X28,-1.093789282,0.092123252
mcmi_mokken,X29,-0.107239428,0.088118089
mcmi_mokken,X30,0.327625609,0.091283521
mcmi_mokken,X31,0.424248281,0.092536145
mcmi_mokken,X32,0.295103336,0.09091187
mcmi_mokken,X33,0.01830721,0.088659641
mcmi_mokken,X34,0.327625609,0.091283521
mcmi_mokken,X35,-0.3313668,0.087795354
mcmi_mokken,X36,-0.065611514,0.08826732
mcmi_mokken,X37,0.431053498,0.092633078
mcmi_mokken,X38,0.327625609,0.091283521
mcmi_mokken,X39,0.272551043,0.090668299
mcmi_mokken,X40,-0.508819408,0.088073142
mcmi_mokken,X41,0.896676268,0.102508304
mcmi_mokken,X42,-0.464241725,0.087961147
mcmi_mokken,X43,-0.482049948,0.08800254
mcmi_mokken,X44,-0.122064708,0.088071984
mental_health_malawi,X1,0.403970772,0.088541743
mental_health_malawi,X2,-0.186891645,0.09800039
mental_health_malawi,X3,0.265250684,0.090258647
mental_health_malawi,X4,-0.22850546,0.098918391
mental_health_malawi,X5,-0.134201264,0.097055526
mental_health_malawi,X6,0.697437331,0.086284229
mental_health_malawi,X7,-0.3278069,0.101342139
mental_health_malawi,X8,0.01652481,0.094164512
mental_health_malawi,X9,0.074352413,0.093206702
mental_health_malawi,X10,-0.677794955,0.111512773
mental_health_malawi,X11,0.085527807,0.093272485
mental_health_malawi,X12,0.220155114,0.09088267
mental_health_malawi,X13,0.021884966,0.094274424
mental_health_malawi,X14,0.138690411,0.092634731
mental_health_malawi,X15,0.527109265,0.087576013
mental_health_malawi,X16,-0.677214035,0.111891347
mental_health_malawi,X17,-0.624121685,0.10996433
mental_health_malawi,X18,-0.20408013,0.099048321
mental_health_malawi,X19,0.137996009,0.092050592
mental_health_malawi,X20,0.471716491,0.088127371
mobility,X1,-1.892436156,0.05884693
mobility,X2,-0.211871883,0.051688448
mobility,X3,-1.704460468,0.055684363
mobility,X4,-0.409960508,0.050077902
mobility,X5,1.147973954,0.080878917
mobility,X6,0.77328658,0.0694799
mobility,X7,1.333043256,0.087720866
mobility,X8,0.964425224,0.074930561
mpsycho_Rmotivation,X1,0.400677168,0.082577602
mpsycho_Rmotivation,X2,1.525249927,0.091001935
mpsycho_Rmotivation,X3,2.400874734,0.110052166
mpsycho_Rmotivation,X4,0.345934707,0.083668948
mpsycho_Rmotivation,X5,1.459301462,0.090953194
mpsycho_Rmotivation,X6,1.272748108,0.088691608
mpsycho_Rmotivation,X7,3.524653386,0.155931822
mpsycho_Rmotivation,X8,-1.969209809,0.1150571
mpsycho_Rmotivation,X9,-1.806655681,0.111352753
mpsycho_Rmotivation,X10,0.784600133,0.084940063
mpsycho_Rmotivation,X11,2.402079767,0.109754506
mpsycho_Rmotivation,X12,3.384661709,0.148617433
mpsycho_Rmotivation,X13,-1.096230917,0.09436875
mpsycho_Rmotivation,X14,-1.447787237,0.101162721
mpsycho_Rmotivation,X15,0.968741962,0.085968822
mpsycho_Rmotivation,X16,-0.414403101,0.086002522
mpsycho_Rmotivation,X17,-2.110563467,0.119792419
mpsycho_Rmotivation,X18,1.495219015,0.091135969
mpsycho_Rmotivation,X19,-0.338825189,0.085568428
mpsycho_Rmotivation,X20,-1.211631769,0.096659493
mpsycho_Rmotivation,X21,-1.614305731,0.10642456
mpsycho_Rmotivation,X22,-2.391220505,0.131258651
mpsycho_Rmotivation,X23,-0.662295568,0.088643012
mpsycho_Rmotivation,X24,0.343016348,0.083315458
mpsycho_Rmotivation,X25,-0.438071294,0.087012013
mpsycho_Rmotivation,X26,-0.642470129,0.089141302
mpsycho_Rmotivation,X27,-2.011387434,0.116760747
mpsycho_Rmotivation,X28,0.949705058,0.085504927
mpsycho_Rmotivation,X29,-0.504082181,0.086815341
mpsycho_Rmotivation,X30,0.064556047,0.084205405
mpsycho_Rmotivation,X31,1.455553672,0.090490001
mpsycho_Rmotivation,X32,-0.971755263,0.093396721
mpsycho_Rmotivation,X33,-2.185083077,0.122849883
mpsycho_Rmotivation,X34,0.684689526,0.084401441
mpsycho_Rmotivation,X35,-1.424939792,0.101687147
mpsycho_Rmotivation,X36,-0.221344585,0.085326741
mpsycho_rwdq,X1,0.18932033,0.085626418
mpsycho_rwdq,X2,0.761810224,0.078053417
mpsycho_rwdq,X3,1.292718762,0.082226643
mpsycho_rwdq,X4,-0.34721425,0.1043135
mpsycho_rwdq,X5,0.045358178,0.088193439
mpsycho_rwdq,X6,0.991342527,0.083666923
mpsycho_rwdq,X7,0.649254771,0.125103663
mpsycho_rwdq,X8,-1.185996211,0.132214949
mpsycho_rwdq,X9,-0.053808142,0.089432246
mpsycho_rwdq,X10,0.910512515,0.084460316
mpsycho_rwdq,X11,0.94197403,0.076985047
mpsycho_rwdq,X12,-2.057424424,0.181142598
mpsycho_rwdq,X13,-1.370607823,0.128327365
mpsycho_rwdq,X14,-1.518611444,0.134067987
mpsycho_rwdq,X15,0.185362488,0.085545714
mpsycho_rwdq,X16,0.357992799,0.090556307
mpsycho_rwdq,X17,0.317905042,0.090124005
mpsycho_rwdq,X18,-0.109889372,0.090525282
mpsycho_wilmer,X1,-0.645567746,0.061964569
mpsycho_wilmer,X2,-0.521114628,0.0616499
mpsycho_wilmer,X3,-0.131506748,0.061408618
mpsycho_wilmer,X4,-0.022517252,0.061539482
mpsycho_wilmer,X5,0.480704597,0.063268414
mpsycho_wilmer,X6,1.012661895,0.067193975
mpsycho_wilmer,X7,0.023386436,0.061620395
mpsycho_wilmer,X8,-0.008408058,0.061562724
mpsycho_wilmer,X9,-0.592054277,0.061814896
mpsycho_wilmer,X10,-0.040136611,0.061512486
mpsycho_wilmer,X11,0.172897528,0.061990125
mpsycho_wilmer,X12,0.080100549,0.061741493
mpsycho_wilmer,X13,-0.45759247,0.061534188
mpsycho_wilmer,X14,0.288489564,0.062387927
mpsycho_wilmer,X15,0.816093252,0.065479807
mpsycho_wilmer,X16,-0.135014305,0.061405839
mpsycho_wilmer,X17,-0.120981654,0.061417495
mpsycho_wilmer,X18,0.216045639,0.062127148
mpsycho_wilmer,X19,-0.033091067,0.061523011
mpsycho_wilmer,X20,0.065897074,0.061708971
mpsycho_wilmer,X21,-0.606296315,0.061852604
mpsycho_wilmer,X22,-0.018991132,0.061545155
mpsycho_wilmer,X23,0.023386436,0.061620395
mpsycho_wilmer,X24,-0.138521478,0.061403149
mpsycho_wilmer,X25,0.292130772,0.062402054
mpsycho_zareki,X1,-1.383429359,0.283466554
mpsycho_zareki,X2,-0.969324468,0.237816869
mpsycho_zareki,X3,-0.474262336,0.198996732
mpsycho_zareki,X4,-1.090552189,0.249760465
mpsycho_zareki,X5,0.213918565,0.165191664
mpsycho_zareki,X6,0.826995041,0.14903528
mpsycho_zareki,X7,-0.217301664,0.184050566
mpsycho_zareki,X8,1.205734971,0.144242516
mpsycho_zareki,X9,-1.276490179,0.270307013
mpsycho_zareki,X10,-0.35172372,0.191483008
mpsycho_zareki,X11,1.53252244,0.143047961
mpsycho_zareki,X12,-0.133896309,0.179835764
mpsycho_zareki,X13,0.02100933,0.172755899
mpsycho_zareki,X14,0.567175664,0.1545317
mpsycho_zareki,X15,1.436111635,0.143118248
mpsycho_zareki,X16,0.093512577,0.169756785
naep_multilcirt,X1,-0.636665386,0.071922237
naep_multilcirt,X2,-0.182600496,0.06750697
naep_multilcirt,X3,1.489833005,0.070318547
naep_multilcirt,X4,1.531917631,0.070789796
naep_multilcirt,X5,-0.677291661,0.072437355
naep_multilcirt,X6,-0.038872615,0.066592463
naep_multilcirt,X7,-1.533134377,0.088783015
naep_multilcirt,X8,0.686993255,0.065270799
naep_multilcirt,X9,-0.625697088,0.071786715
naep_multilcirt,X10,-0.06355998,0.066733749
naep_multilcirt,X11,0.397091479,0.065147709
naep_multilcirt,X12,-0.348013767,0.068839788
NAMPRB_Siwiak_2024_KON2066,X1,-0.035991666,0.180500622
NAMPRB_Siwiak_2024_KON2066,X2,-0.453855976,0.179702586
NAMPRB_Siwiak_2024_KON2066,X3,-0.724449215,0.181230142
NAMPRB_Siwiak_2024_KON2066,X4,0.054724535,0.181181381
NAMPRB_Siwiak_2024_KON2066,X5,0.493789109,0.187113055
NAMPRB_Siwiak_2024_KON2066,X6,0.526591389,0.187737044
NAMPRB_Siwiak_2024_KON2066,X7,-0.005837666,0.180706636
NAMPRB_Siwiak_2024_KON2066,X8,0.146327917,0.182055135
NAMPRB_Siwiak_2024_KON2066,X9,-0.126041064,0.180004939
NAMPRB_Siwiak_2024_KON2066,X10,-0.543499121,0.180029636
NAMPRB_Siwiak_2024_KON2066,X11,0.177099505,0.182391006
NAMPRB_Siwiak_2024_KON2066,X12,-0.940342287,0.183622697
NAMPRB_Siwiak_2024_KON2066,X13,1.097029378,0.202943081
NAMPRB_Siwiak_2024_KON2066,X14,0.364867721,0.184908909
NAMPRB_Siwiak_2024_KON2066,X15,-0.15594594,0.179879806
NAMPRB_Siwiak_2024_KON2066,X16,0.428895235,0.185954432
NAMPRB_Siwiak_2024_KON2066,X17,-0.066071659,0.180315153
NAMPRB_Siwiak_2024_KON2066,X18,0.024398352,0.180933458
NAMPRB_Siwiak_2024_KON2066,X19,0.592971931,0.189079503
NAMPRB_Siwiak_2024_KON2066,X20,-0.245432313,0.179622526
NAMPRB_Siwiak_2024_KON2066,X21,-0.633626516,0.180536845
NAMPRB_Siwiak_2024_KON2066,X22,0.024398352,0.180933458
novelobjectmatching,X1,-1.701157156,0.263186809
novelobjectmatching,X2,-0.830618938,0.229127283
novelobjectmatching,X3,-1.42598617,0.251359077
novelobjectmatching,X4,-2.740468016,0.317895412
novelobjectmatching,X5,1.233507086,0.182040923
novelobjectmatching,X6,-0.143117194,0.208647217
novelobjectmatching,X7,-0.620131957,0.222294565
novelobjectmatching,X8,-3.775798131,0.390931136
novelobjectmatching,X9,0.74229471,0.189504887
novelobjectmatching,X10,0.032001761,0.204245637
novelobjectmatching,X11,-1.297423809,0.246179419
novelobjectmatching,X12,-2.536723877,0.30582454
novelobjectmatching,X13,-0.72373568,0.225593501
novelobjectmatching,X14,0.440077275,0.195184731
novelobjectmatching,X15,-3.20440306,0.348092555
novelobjectmatching,X16,-1.174072158,0.241410161
novelobjectmatching,X17,-2.536723877,0.30582454
novelobjectmatching,X18,-6.532550446,0.713987623
novelobjectmatching,X19,-2.00555535,0.277503588
novelobjectmatching,X20,-2.1712431,0.285867916
novelobjectmatching,X21,-2.745064306,0.318203237
novelobjectmatching,X22,-3.209769069,0.348369076
novelobjectmatching,X23,0.751502955,0.190162168
novelobjectmatching,X24,0.447290186,0.195802751
novelobjectmatching,X25,-1.703365694,0.263577254
novelobjectmatching,X26,0.751502955,0.190162168
novelobjectmatching,X27,-1.055550463,0.237454655
novelobjectmatching,X28,3.733274813,0.175774328
novelobjectmatching,X29,-0.940761811,0.233383067
novelobjectmatching,X30,-1.703365694,0.263577254
novelobjectmatching,X31,0.897198657,0.187760562
novelobjectmatching,X32,-0.323566356,0.214128977
novelobjectmatching,X33,-0.829872696,0.229600468
novelobjectmatching,X34,1.178074224,0.183660847
novelobjectmatching,X35,-3.209769069,0.348369076
novelobjectmatching,X36,-1.055550463,0.237454655
novelobjectmatching,X37,-1.703365694,0.263577254
novelobjectmatching,X38,-1.851859552,0.27036314
novelobjectmatching,X39,-1.851859552,0.27036314
novelobjectmatching,X40,-2.540930559,0.306147177
novelobjectmatching,X41,1.300598693,0.181185241
novelobjectmatching,X42,-1.297423809,0.246179419
novelobjectmatching,X43,-0.326536568,0.213601982
novelobjectmatching,X44,-1.560338021,0.257005554
novelobjectmatching,X45,0.440077275,0.195184731
novelobjectmatching,X46,-3.473379772,0.367441394
novelobjectmatching,X47,-0.326536568,0.213601982
novelobjectmatching,X48,-2.00555535,0.277503588
novelobjectmatching,X49,-0.941074299,0.232921072
novelobjectmatching,X50,-4.122032051,0.420231456
novelobjectmatching,X51,-0.421752104,0.216316682
novelobjectmatching,X52,-0.519548011,0.219208642
novelobjectmatching,X53,-0.054591505,0.206382584
novelobjectmatching,X54,-1.174072158,0.241410161
novelobjectmatching,X55,-2.961783734,0.331816815
novelobjectmatching,X56,1.097238917,0.183898326
novelobjectmatching,X57,-0.421752104,0.216316682
novelobjectmatching,X58,-4.122032051,0.420231456
novelobjectmatching,X59,-1.42598617,0.251359077
novelobjectmatching,X60,-2.740468016,0.317895412
novelobjectmatching,X61,-0.829872696,0.229600468
novelobjectmatching,X62,-2.174660774,0.286218802
novelobjectmatching,X63,-2.008573503,0.277868003
novelobjectmatching,X64,-0.419233975,0.216833159
novelobjectmatching,X65,-2.745064306,0.318203237
novelobjectmatching,X66,1.24638589,0.182767124
novelobjectmatching,X67,-0.323566356,0.214128977
novelobjectmatching,X68,-1.055550463,0.237454655
novelobjectmatching,X69,-2.351530634,0.295576235
novelobjectmatching,X70,0.122076767,0.20280539
novelobjectmatching,X71,0.447290186,0.195802751
novelobjectmatching,X72,-1.427370078,0.251774347
novelobjectmatching,X73,-3.781921354,0.391173471
novelobjectmatching,X74,-0.230288557,0.211587243
novelobjectmatching,X75,-1.851859552,0.27036314
novelobjectmatching,X76,-0.722551952,0.226077715
novelobjectmatching,X77,1.24638589,0.182767124
novelobjectmatching,X78,-0.829872696,0.229600468
novelobjectmatching,X79,-1.562136183,0.257408551
novelobjectmatching,X80,-1.055550463,0.237454655
novelobjectmatching,X81,-1.297423809,0.246179419
novelobjectmatching,X82,3.754343841,0.174904939
novelobjectmatching,X83,3.692493356,0.174477829
novelobjectmatching,X84,1.941902325,0.17490857
novelobjectmatching,X85,0.116789669,0.202227168
novelobjectmatching,X86,-3.20440306,0.348092555
novelobjectmatching,X87,2.489586078,0.172184525
novelobjectmatching,X88,2.308924245,0.172820278
novelobjectmatching,X89,4.462726062,0.182034782
novelobjectmatching,X90,2.248356779,0.173091056
novelobjectmatching,X91,3.447897981,0.173088649
novelobjectmatching,X92,0.517407486,0.19364991
novelobjectmatching,X93,0.593506336,0.192194626
novelobjectmatching,X94,4.598988821,0.183891735
novelobjectmatching,X95,-2.536723877,0.30582454
novelobjectmatching,X96,0.116789669,0.202227168
novelobjectmatching,X97,-2.1712431,0.285867916
novelobjectmatching,X98,0.517407486,0.19364991
novelobjectmatching,X99,-0.233714534,0.211049831
novelobjectmatching,X100,0.361437818,0.196804082
novelobjectmatching,X101,0.824833174,0.188929568
novelobjectmatching,X102,3.423618459,0.174005738
novelobjectmatching,X103,0.287646743,0.199111675
novelobjectmatching,X104,4.247152329,0.180406066
novelobjectmatching,X105,-1.427370078,0.251774347
novelobjectmatching,X106,-1.703365694,0.263577254
novelobjectmatching,X107,-2.966766442,0.332109294
novelobjectmatching,X108,7.124116992,0.251877209
novelobjectmatching,X109,2.575138846,0.172992
novelobjectmatching,X110,2.023535196,0.175333331
novelobjectmatching,X111,3.670793401,0.175356377
novelobjectmatching,X112,1.643380638,0.17835127
novelobjectmatching,X113,3.423618459,0.174005738
novelobjectmatching,X114,4.726192328,0.186704899
novelobjectmatching,X115,2.937670607,0.172742584
novelobjectmatching,X116,0.67714892,0.191461823
novelobjectmatching,X117,-0.139231718,0.209194951
novelobjectmatching,X118,-1.174615712,0.241849225
novelobjectmatching,X119,4.870105722,0.188986425
novelobjectmatching,X120,2.575138846,0.172992
novelobjectmatching,X121,1.879720409,0.175369294
novelobjectmatching,X122,1.165734344,0.182944587
novelobjectmatching,X123,4.133324963,0.178200879
novelobjectmatching,X124,-0.620131957,0.222294565
novelobjectmatching,X125,0.361437818,0.196804082
novelobjectmatching,X126,-0.620131957,0.222294565
novelobjectmatching,X127,-2.740468016,0.317895412
novelobjectmatching,X128,2.549531563,0.172030279
novelobjectmatching,X129,1.367048631,0.18037561
novelobjectmatching,X130,0.517407486,0.19364991
novelobjectmatching,X131,1.562915368,0.178205909
novelobjectmatching,X132,1.941902325,0.17490857
novelobjectmatching,X133,1.879720409,0.175369294
novelobjectmatching,X134,-0.054591505,0.206382584
novelobjectmatching,X135,0.199888537,0.200318918
novelobjectmatching,X136,1.754261343,0.176394316
novelobjectmatching,X137,0.668446246,0.190814334
novelobjectmatching,X138,5.49628283,0.20030973
novelobjectmatching,X139,2.669135871,0.171806686
novelobjectmatching,X140,2.369303766,0.172579193
novelobjectmatching,X141,-1.562136183,0.257408551
novelobjectmatching,X142,-0.230288557,0.211587243
novelobjectmatching,X143,3.179716067,0.173142379
novelobjectmatching,X144,0.287646743,0.199111675
novelobjectmatching,X145,0.287646743,0.199111675
novelobjectmatching,X146,0.67714892,0.191461823
